TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
DMVF3;7,30;;33,61;0,45;0,26;33,63;0,90;1,06;39,37;32,85;-6,52;-0,07;0,36;3,71;-0,36;1,31;1,33;0,76;-0,52;0,57;0,43;0,72;;;1.374.336,87;16,30;0,22;-0,14;369.400.746,60
DOHL3;23,49;1,63;13,95;2,61;2,01;32,20;17,98;19,54;15,16;12,12;0,06;0,01;2,73;4,62;-4,34;5,32;18,72;14,43;12,70;0,77;0,23;0,74;5,55;24,38;3.065,50;8,99;1,68;0,02;1.413.714.219,90
DOHL4;6,34;6,65;3,77;0,70;0,54;32,20;17,98;19,54;4,09;12,12;0,06;0,01;0,74;1,25;-1,17;5,32;18,72;14,43;12,70;0,77;0,23;0,74;5,55;24,38;110.207,45;8,99;1,68;0,01;1.413.714.219,90
DOTZ3;9,31;;-17,51;-32,81;3,06;89,63;-29,60;-59,32;-35,09;-27,09;8,00;;10,39;26,16;-22,14;1,16;-187,36;-17,45;737,80;-0,09;1,09;0,29;;;2.049.030,97;-0,28;-0,53;;1.229.556.357,12
DTCY3;8,45;;-19,95;37,10;4,78;20,22;-36,97;-45,21;-24,40;-31,10;-0,37;0,57;9,02;-36,18;-7,30;0,72;-185,96;-23,95;-84,82;0,13;0,87;0,53;4,04;;24.394,13;0,23;-0,42;-0,29;118.461.025,20
DTCY4;62,60;;-147,82;274,88;35,41;20,22;-36,97;-45,21;-180,75;-31,10;-0,37;0,57;66,83;-268,00;-54,05;0,72;-185,96;-23,95;-84,82;0,13;0,87;0,53;4,04;;;0,23;-0,42;-2,17;118.461.025,20
DTEX3;20,63;3,63;10,86;2,52;1,20;34,02;23,40;17,73;8,23;9,25;1,02;0,31;1,93;8,39;-1,86;1,68;23,25;11,06;14,30;0,48;0,52;0,62;8,21;18,81;53.730.506,85;8,17;1,90;0,04;14.271.514.255,63
EALT3;12,95;2,15;10,42;1,57;0,67;23,73;11,04;9,89;9,33;9,04;2,35;0,39;1,03;14,93;-1,12;1,12;15,06;6,39;8,56;0,42;0,58;0,65;11,42;190,50;9.046,44;8,25;1,24;0,12;209.137.500,00
EALT4;6,50;4,71;5,23;0,79;0,33;23,73;11,04;9,89;4,68;9,04;2,35;0,39;0,52;7,50;-0,56;1,12;15,06;6,39;8,56;0,42;0,58;0,65;11,42;190,50;386.659,71;8,25;1,24;0,06;209.137.500,00
ECOR3;10,20;;-20,66;3,61;0,50;41,38;24,46;-8,13;6,87;12,65;5,78;3,04;1,68;210,42;-0,71;1,01;-17,48;-2,41;5,00;0,14;0,86;0,30;7,89;;56.809.626,71;2,82;-0,49;-0,28;7.102.609.084,80
ECPR3;84,23;;-25,29;1,11;0,59;;;;-8,45;-8,50;0,02;0,00;;-1.367,88;-0,59;0,93;-4,39;-2,32;-13,38;0,53;0,47;0,00;;;8.474,00;75,92;-3,33;0,28;161.414.286,55
ECPR4;85,80;;-25,76;1,13;0,60;;;;-8,61;-8,50;0,02;0,00;;-1.393,38;-0,60;0,93;-4,39;-2,32;-13,38;0,53;0,47;0,00;;;43.866,67;75,92;-3,33;0,28;161.414.286,55
EEEL3;485,99;7,79;9,46;1,77;0,82;57,03;46,22;32,35;6,62;6,52;-0,14;-0,04;3,06;3,91;-1,16;3,41;18,71;8,62;17,25;0,46;0,54;0,27;14,95;26,66;104.698,00;274,67;51,39;0,06;4.722.269.294,45
EEEL4;673,10;7,66;13,10;2,45;1,13;57,03;46,22;32,35;9,17;6,52;-0,14;-0,04;4,24;5,42;-1,60;3,41;18,71;8,62;17,25;0,46;0,54;0,27;14,95;26,66;139.800,00;274,67;51,39;0,09;4.722.269.294,45
EGIE3;38,64;6,75;13,32;3,86;0,83;44,39;44,26;17,72;5,33;7,58;2,24;1,63;2,36;10,48;-1,08;1,53;28,99;6,26;19,90;0,22;0,78;0,35;13,49;13,25;50.240.730,84;10,01;2,90;-1,30;31.527.447.873,60
EKTR3;43,26;7,44;11,14;3,10;0,87;20,50;15,37;9,97;7,23;8,89;2,92;1,25;1,11;28,71;-1,27;1,11;27,78;7,79;13,07;0,28;0,72;0,78;4,01;9,79;43.478,89;13,98;3,88;0,22;6.925.166.214,00
EKTR4;28,96;12,23;7,46;2,07;0,58;20,50;15,37;9,97;4,84;8,89;2,92;1,25;0,74;19,22;-0,85;1,11;27,78;7,79;13,07;0,28;0,72;0,78;4,01;9,79;52.466,95;13,98;3,88;0,14;6.925.166.214,00
ELEK3;19,11;;24,46;2,66;1,07;11,39;2,82;2,53;21,94;38,76;5,75;0,70;0,62;3,75;-2,60;1,94;10,87;4,36;4,38;0,40;0,60;1,72;1,48;;;7,19;0,78;-0,35;905.051.916,30
ELEK4;36,99;;47,34;5,15;2,07;11,39;2,82;2,53;42,48;38,76;5,75;0,70;1,20;7,26;-5,02;1,94;10,87;4,36;4,38;0,40;0,60;1,72;1,48;;;7,19;0,78;-0,68;905.051.916,30
ELET3;39,05;6,14;10,97;0,81;0,34;59,23;19,11;20,53;11,79;16,32;4,51;0,31;2,25;2,52;-0,47;1,95;7,42;3,08;3,68;0,42;0,58;0,15;-2,25;;150.972.305,34;47,96;3,56;-0,31;61.364.782.945,40
ELET5;71,40;4,39;20,06;1,49;0,62;59,23;19,11;20,53;21,56;16,32;4,51;0,31;4,12;4,60;-0,86;1,95;7,42;3,08;3,68;0,42;0,58;0,15;-2,25;;10.948,33;47,96;3,56;-0,57;61.364.782.945,40
ELET6;39,40;6,70;11,07;0,82;0,34;59,23;19,11;20,53;11,90;16,32;4,51;0,31;2,27;2,54;-0,47;1,95;7,42;3,08;3,68;0,42;0,58;0,15;-2,25;;71.286.023,37;47,96;3,56;-0,32;61.364.782.945,40
ELMD3;17,80;;-43,73;3,35;1,54;33,38;-24,10;-20,53;-37,25;-37,06;0,19;-0,02;8,98;5,40;-2,90;2,55;-7,66;-3,52;-7,31;0,46;0,54;0,17;;;5.115.169,74;5,31;-0,41;-0,17;2.475.939.309,20
ELPL3;8,31;;1,33;0,53;0,06;15,69;14,73;7,18;0,65;2,60;1,95;1,60;0,10;-14,59;-0,08;0,99;39,98;4,20;21,92;0,11;0,89;0,59;2,54;57,52;;15,59;6,23;0,02;1.640.949.623,22
EMAE3;25,35;30,82;3,64;1,21;0,62;47,99;36,04;53,73;5,43;10,80;-1,56;-0,35;1,96;2,39;-0,93;4,26;33,18;16,92;10,79;0,51;0,49;0,31;17,64;27,12;;20,97;6,96;0,02;2.130.988.621,20
EMAE4;79,05;10,87;11,36;3,77;1,92;47,99;36,04;53,73;16,94;10,80;-1,56;-0,35;6,10;7,44;-2,90;4,26;33,18;16,92;10,79;0,51;0,49;0,31;17,64;27,12;288.296,24;20,97;6,96;0,06;2.130.988.621,20
EMBR3;23,34;;-24,40;1,25;0,33;13,29;2,68;-2,78;25,31;39,14;13,83;0,68;0,68;1,12;-0,78;2,08;-5,10;-1,37;1,27;0,27;0,72;0,49;-0,66;;217.817.962,21;18,74;-0,96;0,29;17.282.454.126,96
ENAT3;14,35;1,35;7,21;1,15;0,68;43,38;112,00;56,22;3,62;2,63;-0,99;-0,31;4,05;2,32;-1,18;3,15;15,91;9,41;19,43;0,59;0,41;0,17;13,76;5,78;35.479.094,47;12,51;1,99;0,14;3.814.329.086,75
ENBR3;18,68;5,35;6,16;1,08;0,36;25,12;20,99;11,25;3,30;5,63;2,33;0,76;0,69;34,91;-0,47;1,04;17,54;5,80;12,48;0,33;0,63;0,52;7,87;4,03;44.651.017,37;17,28;3,03;0,18;11.335.965.359,92
ENEV3;16,11;;19,18;2,49;1,22;42,28;31,18;28,74;17,68;22,57;4,89;0,69;5,51;12,19;-1,45;2,71;12,96;6,34;6,30;0,49;0,51;0,22;16,39;48,99;66.665.984,18;6,48;0,84;0,40;20.395.875.708,09
ENGI11;45,18;3,87;6,56;2,00;0,34;21,12;16,77;11,01;4,30;8,21;3,90;1,82;0,72;6,86;-0,46;1,25;30,52;5,21;10,44;0,17;0,81;0,47;10,79;35,54;69.380.131,05;22,57;6,89;0,03;16.396.381.418,76
ENGI3;16,06;2,18;11,66;3,56;0,61;21,12;16,77;11,01;7,65;8,21;3,90;1,82;1,28;12,20;-0,81;1,25;30,52;5,21;10,44;0,17;0,81;0,47;10,79;35,54;113.562,26;4,51;1,38;0,06;16.396.381.418,76
ENGI4;7,24;4,83;5,25;1,60;0,27;21,12;16,77;11,01;3,45;8,21;3,90;1,82;0,58;5,50;-0,36;1,25;30,52;5,21;10,44;0,17;0,81;0,47;10,79;35,54;163.552,87;4,51;1,38;0,03;16.396.381.418,76
ENJU3;6,97;;-15,53;2,96;2,75;29,59;-92,62;-87,34;-14,64;-9,88;4,76;-0,96;13,56;3,16;-40,54;14,57;-19,05;-17,69;-20,20;0,93;0,07;0,20;;;19.816.122,97;2,36;-0,45;-0,05;1.379.054.807,51
ENMA3B;50,49;2,59;10,08;2,56;1,12;33,77;24,19;18,41;7,67;;0,74;0,25;1,86;5,26;-1,81;2,27;25,37;11,14;17,00;0,44;0,56;0,60;8,44;15,47;;19,74;5,01;0,31;
ENMA6B;83,99;1,56;16,77;4,25;1,87;33,77;24,19;18,41;12,76;;0,74;0,25;3,09;8,75;-3,02;2,27;25,37;11,14;17,00;0,44;0,56;0,60;8,44;15,47;;19,74;5,01;0,51;
ENMT3;73,99;6,24;13,62;5,39;1,56;28,21;24,77;19,86;10,92;13,04;2,02;1,00;2,71;25,23;-2,13;1,30;39,53;11,48;18,13;0,29;0,71;0,58;7,41;71,84;112.645,81;13,74;5,43;0,09;16.344.360.353,26
ENMT4;75,00;6,15;13,81;5,46;1,59;28,21;24,77;19,86;11,07;13,04;2,02;1,00;2,74;25,57;-2,16;1,30;39,53;11,48;18,13;0,29;0,71;0,58;7,41;71,84;62.634,61;13,74;5,43;0,09;16.344.360.353,26
EPAR3;16,08;;6,01;4,40;1,16;16,22;8,54;5,83;4,11;4,14;0,04;0,04;0,35;7,18;-2,88;1,37;73,21;19,23;52,01;0,26;0,74;3,30;5,92;-24,36;70.788,76;3,65;2,68;0,02;238.957.933,44
EQPA3;5,01;8,98;13,12;3,11;0,89;29,78;20,70;12,93;8,19;9,22;1,01;0,38;1,70;3,87;-1,61;2,04;23,69;6,76;14,32;0,29;0,71;0,52;7,01;6,67;108.806,45;1,61;0,38;0,29;11.091.821.080,93
EQPA5;6,75;6,67;17,67;4,19;1,20;29,78;20,70;12,93;11,04;9,22;1,01;0,38;2,28;5,22;-2,17;2,04;23,69;6,76;14,32;0,29;0,71;0,52;7,01;6,67;2.757,50;1,61;0,38;0,38;11.091.821.080,93
EQPA6;10,48;4,29;27,43;6,50;1,86;29,78;20,70;12,93;17,14;9,22;1,01;0,38;3,55;8,10;-3,36;2,04;23,69;6,76;14,32;0,29;0,71;0,52;7,01;6,67;;1,61;0,38;0,60;11.091.821.080,93
EQPA7;4,85;9,28;12,70;3,01;0,86;29,78;20,70;12,93;7,93;9,22;1,01;0,38;1,64;3,75;-1,56;2,04;23,69;6,76;14,32;0,29;0,71;0,52;7,01;6,67;16.095,53;1,61;0,38;0,28;11.091.821.080,93
EQTL3;25,70;2,80;8,68;2,46;0,60;33,21;26,64;15,84;5,16;7,08;1,92;0,91;1,37;3,34;-0,94;1,97;28,31;6,88;14,16;0,24;0,71;0,43;19,79;29,14;168.026.954,34;10,46;2,96;0,82;25.970.867.334,50
ESPA3;18,05;0,33;42,22;6,84;2,70;45,65;16,41;19,05;49,02;51,56;2,54;0,35;8,04;10,65;-6,62;1,75;16,21;6,40;1,74;0,40;0,61;0,34;;;29.344.286,34;2,64;0,43;0,89;4.408.451.966,30
ESTR3;17,80;;-0,76;-0,03;0,06;49,54;9,67;-12,10;0,95;6,95;4,32;;0,09;-0,03;-0,12;0,21;-3,72;-7,76;-3,47;-2,09;3,09;0,64;-3,90;;;-631,47;-23,49;0,02;39.824.710,00
ESTR4;65,00;;-2,77;-0,10;0,21;49,54;9,67;-12,10;3,46;6,95;4,32;;0,33;-0,11;-0,45;0,21;-3,72;-7,76;-3,47;-2,09;3,09;0,64;-3,90;;15.896,50;-631,47;-23,49;0,08;39.824.710,00
ETER3;20,37;;4,51;2,84;1,41;43,76;34,19;28,24;3,72;3,27;-0,45;-0,34;1,27;2,81;-4,61;3,57;62,99;31,21;55,36;0,50;0,50;1,11;-6,86;40,09;50.651.628,13;7,17;4,52;0,01;1.258.388.832,75
EUCA3;15,34;2,43;4,83;0,83;0,47;34,04;18,13;13,71;3,65;3,75;0,94;0,21;0,66;5,05;-0,73;1,36;17,23;9,79;11,96;0,57;0,43;0,71;9,47;68,84;53.930,32;18,44;3,18;0,01;1.092.495.062,44
EUCA4;9,99;4,10;3,15;0,54;0,31;34,04;18,13;13,71;2,38;3,75;0,94;0,21;0,43;3,29;-0,48;1,36;17,23;9,79;11,96;0,57;0,43;0,71;9,47;68,84;1.258.900,42;18,44;3,18;0,01;1.092.495.062,44
EVEN3;9,06;8,36;21,49;1,09;0,34;28,94;16,62;4,26;5,52;3,00;-2,51;-0,50;0,92;0,80;-1,56;2,23;5,08;1,59;10,42;0,31;0,55;0,37;-5,40;-18,59;15.452.587,92;8,30;0,42;-1,13;1.920.720.000,00
EZTC3;28,21;1,50;13,57;1,50;1,31;43,02;30,48;46,37;20,64;17,26;-3,38;-0,24;6,29;3,19;-2,50;7,38;11,02;9,65;6,57;0,88;0,11;0,21;2,84;-1,36;61.418.168,11;18,87;2,08;0,27;6.403.670.000,00
FBMC3;0,00;;0,00;0,00;0,00;-60,76;-92,67;-101,97;0,00;-0,74;-0,67;;0,00;0,00;0,00;0,31;-24,19;-36,57;25,82;-1,51;2,51;0,36;-18,14;;;-87,48;-21,16;0,00;904.253,84
FBMC4;1,96;;-0,09;-0,02;0,03;-60,76;-92,67;-101,97;-0,10;-0,74;-0,67;;0,09;-0,04;-0,05;0,31;-24,19;-36,57;25,82;-1,51;2,51;0,36;-18,14;;;-87,48;-21,16;0,00;904.253,84
FESA3;54,80;1,89;21,77;2,46;1,67;33,29;23,80;11,84;10,83;10,61;0,15;0,03;2,58;6,89;-2,58;3,16;11,32;7,65;17,63;0,68;0,32;0,65;11,62;-16,62;29.540,62;22,24;2,52;0,62;4.675.072.000,00
FESA4;52,00;2,19;20,66;2,34;1,58;33,29;23,80;11,84;10,28;10,61;0,15;0,03;2,45;6,54;-2,45;3,16;11,32;7,65;17,63;0,68;0,32;0,65;11,62;-16,62;26.218.918,89;22,24;2,52;0,59;4.675.072.000,00
FHER3;20,54;;5,82;-101,98;0,57;17,49;12,13;6,69;3,21;3,73;0,52;;0,39;2,91;-1,25;1,56;-1.753,34;9,76;143,07;-0,01;1,01;1,46;-18,89;;45.602.972,13;-0,20;3,53;-0,09;1.106.228.613,36
FIGE3;0,00;;0,00;0,00;0,00;100,00;86,82;58,85;0,00;-0,05;-0,05;0,00;0,00;0,00;0,00;28,23;1,25;1,25;1,22;1,00;0,00;0,02;;-24,90;;98,44;1,23;0,00;0,00
FIGE4;0,00;;0,00;0,00;0,00;100,00;86,82;58,85;0,00;-0,05;-0,05;0,00;0,00;0,00;0,00;28,23;1,25;1,25;1,22;1,00;0,00;0,02;;-24,90;;98,44;1,23;0,00;0,00
FIQE3;8,34;;108,26;23,96;4,53;50,39;30,83;15,88;55,79;59,93;4,14;1,78;17,20;-131,09;-6,04;0,88;22,13;4,19;9,01;0,19;0,81;0,26;;;20.195.298,59;0,35;0,08;;2.975.517.527,88
FLEX3;0,00;;0,00;0,00;0,00;31,27;3,10;-3,79;0,00;8,37;8,37;8,35;0,00;0,00;0,00;0,90;-121,88;-4,64;7,56;0,04;0,96;1,22;9,15;;;5,07;-6,18;0,00;0,00
FLRY3;24,20;3,57;16,88;4,38;1,45;32,11;21,04;12,56;10,08;12,41;2,33;1,01;2,12;-670,81;-2,00;0,99;25,94;8,57;14,36;0,33;0,67;0,68;9,42;19,07;45.113.591,53;5,53;1,43;0,07;7.694.244.703,20
FNCN3;0,00;;0,00;0,00;0,00;100,00;-192,58;-192,58;0,00;0,00;;;0,00;0,00;0,00;;-17,39;-16,04;;0,92;0,08;0,08;-37,65;;;11,27;-1,96;0,00;0,00
FRAS3;15,76;2,33;12,42;3,36;1,23;30,12;16,24;12,06;9,22;10,69;1,46;0,53;1,50;5,04;-2,41;2,00;27,09;9,93;14,52;0,37;0,63;0,82;13,81;28,25;3.531.070,47;4,69;1,27;0,01;3.428.845.565,68
FRIO3;66,65;;-15,04;-2,92;0,15;16,15;5,75;-1,01;2,64;10,00;7,36;;0,15;12,50;-0,54;1,02;-19,40;-0,98;6,92;-0,05;1,01;0,97;7,27;;22.249,43;-22,84;-4,43;0,18;273.715.154,10
FRTA3;6,04;;-20,88;-0,19;0,36;32,92;9,48;-3,58;7,89;47,87;39,98;;0,75;-0,16;-0,43;0,07;-0,90;-1,71;-35,08;-1,89;2,89;0,48;-19,35;;77.701,92;-32,00;-0,29;0,14;12.403.780,24
FTRT3B;0,00;;0,00;0,00;0,00;;;;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;-0,95;-0,90;-2,42;0,95;0,05;0,00;;;;0,01;0,00;0,00;0,00
G2DI33;7,33;;23,91;1,17;1,00;100,00;96,43;90,86;22,53;19,62;-2,91;-0,15;21,72;8,07;-1,37;1,87;4,90;4,20;4,48;0,86;0,14;0,05;;;1.994.465,13;6,25;0,31;;750.138.830,08
GBIO33;10,40;;-14,97;1,32;0,79;43,48;3,79;-10,14;40,09;47,57;7,48;0,25;1,52;7,57;-1,43;1,31;-8,83;-5,29;-0,10;0,60;0,40;0,52;12,83;-38,45;;7,86;-0,69;0,06;1.108.871.982,40
GEPA3;35,00;10,00;6,49;1,72;0,81;94,85;93,49;39,52;2,75;3,76;0,98;0,61;2,57;-8,53;-0,92;0,55;26,47;12,47;29,14;0,47;0,53;0,32;3,60;30,90;12.861,42;20,36;5,39;0,08;3.346.085.994,30
GEPA4;35,65;9,82;6,62;1,75;0,82;94,85;93,49;39,52;2,80;3,76;0,98;0,61;2,61;-8,69;-0,93;0,55;26,47;12,47;29,14;0,47;0,53;0,32;3,60;30,90;79.562,34;20,36;5,39;0,08;3.346.085.994,30
GFSA3;3,26;;-701,28;0,62;0,25;21,84;7,38;-0,12;11,80;20,70;8,89;0,47;0,87;0,85;-0,79;1,75;-0,09;-0,04;2,45;0,40;0,60;0,29;-9,34;;20.025.348,58;5,27;0,00;11,53;1.009.143.070,14
GGBR3;23,94;5,68;5,02;1,15;0,62;22,13;21,31;13,38;3,15;4,38;0,78;0,28;0,67;2,37;-1,07;2,58;22,84;12,26;18,49;0,54;0,46;0,92;0,11;;2.403.263,00;20,88;4,77;0,01;47.024.849.610,27
GGBR4;29,05;4,68;6,09;1,39;0,75;22,13;21,31;13,38;3,82;4,38;0,78;0,28;0,81;2,88;-1,30;2,58;22,84;12,26;18,49;0,54;0,46;0,92;0,11;;393.321.256,03;20,88;4,77;0,01;47.024.849.610,27
GGPS3;18,99;;108,84;6,32;2,45;16,73;8,28;2,17;28,59;28,41;-0,18;-0,04;2,37;7,65;-5,44;2,40;5,80;2,25;10,10;0,39;0,61;1,04;;;25.257.777,63;3,01;0,17;;12.675.650.102,10
GMAT3;7,67;;21,87;2,83;1,93;23,36;6,17;5,39;19,10;18,61;-0,49;-0,07;1,18;3,70;-6,40;3,99;12,94;8,85;12,11;0,68;0,31;1,64;;;38.493.993,13;2,71;0,35;0,33;16.945.684.425,93
GNDI3;83,11;0,34;185,07;7,10;2,93;21,77;6,24;2,38;70,62;72,70;2,08;0,21;4,40;66,84;-3,82;1,23;3,84;1,58;4,30;0,41;0,59;0,66;29,03;66,02;263.108.941,18;11,70;0,45;-3,36;51.132.773.174,97
GOAU3;11,80;6,19;4,96;0,96;0,19;22,13;21,28;4,22;0,98;1,73;0,66;0,65;0,21;0,68;-0,33;2,72;19,37;3,77;17,91;0,19;0,45;0,90;0,11;;794.043,97;12,27;2,38;0,01;13.919.889.131,73
GOAU4;13,31;5,48;5,60;1,08;0,21;22,13;21,28;4,22;1,11;1,73;0,66;0,65;0,24;0,77;-0,38;2,72;19,37;3,77;17,91;0,19;0,45;0,90;0,11;;124.615.557,50;12,27;2,38;0,01;13.919.889.131,73
GOLL4;20,62;;-18,26;-4,16;5,66;0,21;-44,17;-65,70;-27,16;-7,33;-3,94;;12,00;-8,25;-7,28;0,24;-22,79;-31,02;45,42;-1,36;2,36;0,47;-8,21;;123.095.952,71;-4,95;-1,13;1,30;8.169.208.072,58
GPAR3;43,00;1,18;21,43;2,18;1,58;84,58;123,95;65,01;11,24;10,89;-0,35;-0,07;13,93;4,87;-2,54;6,92;10,18;7,37;13,60;0,72;0,28;0,11;40,68;;5.038,67;19,72;2,01;0,38;3.350.922.576,00
GPIV33;5,99;;2,12;0,28;0,12;100,00;78,94;36,20;0,97;-1,11;-2,08;-0,61;0,77;0,45;-0,18;7,82;13,44;5,89;15,30;0,44;0,19;0,16;;;890.594,45;21,06;2,83;-0,01;451.175.976,68
GRAO3;0,00;;0,00;0,00;0,00;3,99;2,89;1,78;0,00;4,28;4,28;6,08;0,00;0,00;0,00;1,04;87,48;4,10;10,10;0,05;0,95;2,30;;;;0,30;0,27;;0,00
GRND3;10,94;6,04;16,95;2,53;2,34;45,16;19,15;24,78;21,94;18,90;-3,04;-0,35;4,20;3,92;-6,73;11,61;14,91;13,78;9,77;0,92;0,08;0,56;-2,95;-5,56;31.535.936,76;4,33;0,65;0,28;9.869.630.400,00
GSHP3;38,80;;-4,58;-0,15;0,05;68,01;50,73;-15,90;1,43;32,98;31,55;;0,73;-0,58;-0,05;0,55;-3,29;-1,00;3,19;-0,30;1,30;0,06;-18,98;;33.840,29;-257,94;-8,48;0,05;74.836.237,20
GUAR3;15,99;2,73;30,96;1,61;0,62;47,08;5,82;3,88;20,63;24,55;3,92;0,31;1,20;2,40;-1,53;1,76;5,19;1,99;3,99;0,38;0,62;0,51;2,55;;13.007.943,68;9,94;0,52;0,55;7.982.208.000,00
HAGA3;3,59;;4,37;-0,63;0,68;31,58;26,28;22,42;3,72;2,95;-0,19;;0,98;1,80;-4,01;1,85;-14,48;15,64;-29,65;-1,08;2,08;0,70;0,12;12,13;99.114,68;-5,68;0,82;0,03;36.057.000,28
HAGA4;2,75;;3,35;-0,48;0,52;31,58;26,28;22,42;2,85;2,95;-0,19;;0,75;1,38;-3,07;1,85;-14,48;15,64;-29,65;-1,08;2,08;0,70;0,12;12,13;403.753,89;-5,68;0,82;0,02;36.057.000,28
HAPV3;15,28;0,49;98,87;5,52;3,40;34,06;9,19;6,52;70,13;69,65;-0,48;-0,04;6,45;53,71;-4,34;1,41;5,58;3,44;5,36;0,62;0,38;0,53;28,32;20,33;167.683.315,71;2,77;0,15;-3,17;58.826.923.218,40
HBOR3;7,53;0,63;10,16;0,76;0,24;23,33;13,25;9,51;7,29;13,77;6,48;0,68;0,97;0,50;-0,78;3,09;7,52;2,33;3,65;0,31;0,58;0,24;-5,72;-2,10;12.443.744,50;9,85;0,74;-0,04;1.007.898.572,16
HBRE3;12,41;;-28,19;0,72;0,38;83,39;97,01;-59,66;17,34;22,55;5,22;0,22;16,82;3,64;-0,47;2,25;-2,56;-1,34;1,26;0,52;0,39;0,02;;;1.032.540,97;17,18;-0,44;0,23;1.280.575.254,21
HBSA3;4,71;;-63,24;2,41;0,61;36,39;22,20;-3,80;10,83;21,80;10,97;2,44;2,41;6,91;-0,73;2,02;-3,81;-0,96;4,81;0,25;0,75;0,25;49,43;;23.071.816,71;1,95;-0,07;1,16;3.581.402.248,53
HBTS5;62,00;0,26;6,25;1,48;0,41;62,09;45,06;39,08;5,42;5,43;0,01;0,00;2,44;-3,06;-0,48;0,51;23,72;6,56;21,50;0,28;0,72;0,17;7,42;-25,49;41.403,00;41,81;9,92;-0,03;566.288.594,00
HETA3;120,00;;-0,35;-0,11;5,55;100,00;-8.738,80;-8.859,01;-0,36;-2,04;-1,89;;31,16;-0,88;-5,66;0,00;-31,24;-1.578,44;73,88;-50,52;51,52;0,18;-2,24;;158.694,25;-1.091,97;-341,16;0,00;25.673.207,14
HETA4;15,14;;-0,04;-0,01;0,70;100,00;-8.738,80;-8.859,01;-0,05;-2,04;-1,89;;3,93;-0,11;-0,71;0,00;-31,24;-1.578,44;73,88;-50,52;51,52;0,18;-2,24;;87.865,50;-1.091,97;-341,16;0,00;25.673.207,14
HGTX3;39,40;0,83;26,92;4,03;2,84;41,23;2,63;18,01;184,61;184,37;-0,24;-0,01;4,85;7,84;-6,63;2,73;14,96;10,55;-4,64;0,70;0,30;0,59;-7,54;4,05;62.044.100,68;9,78;1,46;-3,27;6.403.837.117,80
HOOT3;0,00;;0,00;0,00;0,00;61,30;-137,86;-174,40;0,00;-0,66;0,05;;0,00;0,00;0,00;0,04;-9,99;-10,12;7,89;-1,01;2,07;0,06;-24,22;;;-25,46;-2,54;0,00;26.051.830,20
HOOT4;3,30;;-1,30;-0,13;0,13;61,30;-137,86;-174,40;-1,64;-0,66;0,05;;2,26;-0,10;-0,14;0,04;-9,99;-10,12;7,89;-1,01;2,07;0,06;-24,22;;96.092,21;-25,46;-2,54;0,02;26.051.830,20
HYPE3;35,03;3,43;15,45;2,31;1,20;63,99;32,08;29,31;14,11;17,00;2,89;0,47;4,53;8,18;-1,72;1,93;14,98;7,74;9,26;0,52;0,48;0,26;6,70;18,26;109.425.589,34;15,14;2,27;0,60;22.188.731.429,69
IDVL3;2,16;;-0,99;0,93;0,06;-18,91;-40,19;-154,60;-3,81;-3,84;;;1,53;0,48;-0,13;1,26;-94,38;-5,67;;0,06;0,94;0,04;-32,17;;289.164,47;2,31;-2,18;0,00;224.007.574,38
IDVL4;2,67;;-1,22;1,16;0,07;-18,91;-40,19;-154,60;-4,71;-3,84;;;1,89;0,59;-0,16;1,26;-94,38;-5,67;;0,06;0,94;0,04;-32,17;;89.696,16;2,31;-2,18;0,00;224.007.574,38
IFCM3;17,38;;-193,33;4,58;3,11;47,25;-2,63;-8,37;-615,65;-519,21;96,44;-0,72;16,17;6,05;-10,81;3,61;-2,37;-1,61;-0,68;0,68;0,32;0,19;;;15.132.901,39;3,79;-0,09;;4.223.331.153,58
IGBR3;5,07;;-0,61;-0,06;0,44;93,96;-1.452,23;-2.165,07;-0,91;-8,36;-7,46;;13,17;-0,15;-0,49;0,04;-10,25;-72,17;14,41;-7,04;8,04;0,03;-9,35;;637.980,00;-81,31;-8,34;-0,01;63.400.177,62
IGSN3;0,00;;0,00;0,00;0,00;37,56;16,87;1,15;0,00;5,97;5,97;0,60;0,00;0,00;0,00;3,86;0,68;0,27;4,15;0,39;0,60;0,24;10,03;;;3,27;0,02;0,00;0,00
IGTA3;37,11;0,77;14,17;1,90;0,93;54,56;50,32;66,37;18,69;24,03;5,34;0,54;9,41;6,31;-1,21;2,87;13,38;6,58;2,23;0,49;0,51;0,10;1,21;0,88;65.258.064,63;19,56;2,62;0,17;6.554.055.659,58
INEP3;2,72;;-1,18;-0,17;0,30;-29,09;-7.532,48;-11.248,91;-1,76;-4,83;-3,09;;132,40;-0,23;-0,42;0,17;-14,79;-25,85;15,41;-1,75;2,75;0,00;-55,72;;2.354.764,74;-15,63;-2,31;0,04;445.199.406,40
